رابط المنتج,رابط الصورة,اسم المنتج,السعر,الوصف,المقاس
https://mlika-sa.com/DGWwbjb,https://cdn.salla.sa/nBKV/9ff81fd9-9cfb-4fd2-92e8-88f6456014cd-400x500-z3E8DLhUIqHXGcu9jng51qRWRpCOnmu3Ctu5H1lg.jpg,شال شتوي بالاسم,150 SAR,"جديدنا شال نسائي شتوي من الصوف الفاخر بجودة عالية!

شال أنيق مع طاقية مميزة لتمنحك الدفء والأناقة في فصل الشتاء.🧣
مقاس موحد يناسب الجميع ☑️
ويمكنك طلب تطريز اسمك أو الحروف التي تفضلينها لإضافة لمسة خاصة وفريدة! 😍😍","
نعم
لا"
https://mlika-sa.com/QdXbZqz,https://cdn.salla.sa/nBKV/080e4ff2-cf39-4186-b120-427524deb606-376x500-mqPHIA52UCsqURdDQ1bfYyWRp6ysQdP4P77f71uT.jpg,"سديري بيج واسود ""جوخ""",199 SAR,"سديري جوخ رجالي – تصميم فاخر يجمع بين الأصالة والعصرية، قابل للارتداء على الجهتين لإطلالات متعددة. مصنوع من جوخ عالي الجودة ليمنحك الدفء والأناقة، ويأتي بتغليف أنيق ليكون خيارًا مثاليًا للإهداء.

تفاصيل المنتج:
جوخ فاخر بجودة عالية.
تصميم مزدوج لإطلالات متنوعة.
جيوب جانبية عملية.
مثالي للإهداء.","
S
M
L
XL
2XL
3XL"
https://mlika-sa.com/PdpmEOq,https://cdn.salla.sa/nBKV/64d34d28-5b96-406f-ae53-eaa370c6a3bf-400x500-s2egHyvdI3aGs971dYUID5acTqP9StWzSmAsQ1cu.jpg,هودي القلب مطرز بحروف مخصصة,164 SAR,"ملاحظة: يشمل المنتج قطعة هودي واحدة فقط. لطلب قطعتين بمقاسات أو تفاصيل مختلفة، يُرجى إضافة المنتج إلى السلة مرتين وتحديد التفاصيل لكل قطعة من السلة.

الوصف:","
اسود
ابيض
رصاصي
كحلي"
https://mlika-sa.com/vXeBzvp,https://cdn.salla.sa/nBKV/aWFV3mF6erzM53x3W4AWoMu9OdujSKe1RXQrL2cS.jpg,سديري اطفال - اسود ، بيج,159 SAR,سديري جوخ للأطفال بتصميم عصري ومريح، مصنوع بجودة عالية لضمان الدفء والراحة طوال اليوم. مثالي للمناسبات والأنشطة اليومية مع جيوب جانبية لسهولة الاستخدام. إطلالة أنيقة وملفتة لطفلك في كل الأوقات.,"
1 سنه
2 سنه
3 سنه
4 سنه
5 سنه
6 سنه
7 سنه
8 سنه
9 سنه
10 سنه
11 سنه
12 سنه
13 سنه (20 ر.س)"
https://mlika-sa.com/XeBaqAR,https://cdn.salla.sa/nBKV/90dca468-bcb6-4913-a07e-40fca97080b1-333.39928769292x500-RAtghe69W7zvPLJbD0kXcVZGdybSRi34j0NU09LM.jpg,سديري اطفال زيتي ابيض,130 SAR,سديري جوخ للأطفال بتصميم عصري ومريح، مصنوع بجودة عالية لضمان الدفء والراحة طوال اليوم. مثالي للمناسبات والأنشطة اليومية مع جيوب جانبية لسهولة الاستخدام. إطلالة أنيقة وملفتة لطفلك في كل الأوقات.,"
1 سنه
2 سنه
3 سنه
4 سنه
5 سنه
6 سنه
7 سنه
8 سنه
9 سنه
10 سنه
11 سنه
12 سنه
13 سنه (20 ر.س)"
https://mlika-sa.com/ePWNEdB,https://cdn.salla.sa/nBKV/49259461-02e9-4588-b227-dc43c256c169-333.46168656142x500-rFEpZR4yzLT0Gt7RCG3kKbWrsOX6jr9hC5AKcFcI.jpg,بشت نسائي جوخ مطرز بسدو انيق مع قبوع,264 SAR,استمتعي بالدفء والأناقة في هذا البشت النسائي المصنوع من جوخ عالي الجودة، والمطرز بنقوش السدو التراثية التي تعكس الفخامة العربية الأصيلة. يأتي مع قبوع أنيق ليمنحك دفئًا وأناقة متكاملة خلال الأيام الباردة.,"
اسود
رمادي"
https://mlika-sa.com/EZaRdZp,https://cdn.salla.sa/nBKV/719cb30d-ee7b-4a93-8c79-fdbeef49c834-375x500-YIeRf8vrxGSoalfpxi0Okznnye5cspUVzIJ3RyN6.jpg,سديري اطفال بني بيج,130 SAR,سديري جوخ للأطفال بتصميم عصري ومريح، مصنوع بجودة عالية لضمان الدفء والراحة طوال اليوم. مثالي للمناسبات والأنشطة اليومية مع جيوب جانبية لسهولة الاستخدام. إطلالة أنيقة وملفتة لطفلك في كل الأوقات.,"
1 سنه
2 سنه
3 سنه
4 سنه
5 سنه
6 سنه
7 سنه
8 سنه
9 سنه
10 سنه
11 سنه
12 سنه
13 سنه (20 ر.س)"
https://mlika-sa.com/pQlvllB,https://cdn.salla.sa/nBKV/5a032dfa-21dd-47f4-8176-9ac5bd298b7f-313.4110787172x500-8OfbuXTAzy7gClt8OSyRwgonc0TQCyRLKNgjjBPk.jpg,فروة الاطفال المميزة,140 SAR,"احصل على الفروة الشتوية الفاخرة المصنوعة حسب الطلب من صوف درجة أولى لتمنح طفلك الدفء والأناقة.

تصميم فريد: لون بيج جذاب مع أطراف وظهر من الجلد، مزين بتطريز اسم طفلك لإضفاء لمسة شخصية مميزة.","
نعم
لا"
https://mlika-sa.com/jDvbqB,https://cdn.salla.sa/nBKV/XyilUlUonUV7YA4bU1NYPYkmAxuMncS9YeTNqmbC.jpg,فروه سدو,220 SAR,"فروة مصنوعة من قماش الجوخ الفاخر لون اسود
وسدو على الاطراف
ومن الداخل فرو الارنب الناعم الصناعي لون ابيض
مع غطاء راس
التفصيل لجميع المقاسات","
52 انش ( 153 - 157 ) طولك
54 انش ( 158 - 162 ) طولك
56 انش ( 163 - 167 ) طولك
58 انش ( 168 - 172 ) طولك
60 انش ( 173 - 176 ) طولك
62 انش ( 177 - 185 ) طولك"
https://mlika-sa.com/jZebaQX,https://cdn.salla.sa/nBKV/b8edab62-5784-4836-bd86-02f8340346c6-375x500-55Q7WgklcQl4NlTEDuiMiQ2fkbzEtNvxkcZkRgRU.jpg,هودي الصورة والعبارة المخصصة,139 SAR,حوّل لحظاتك الخاصة إلى قطعة لا تُنسى مع هودي “الصورة والعبارة المخصصة”. سواء كانت صورة تجمعك بشخص عزيز أو ذكرى تلمس قلبك، هذا الهودي يمنحك فرصة إضفاء لمستك الشخصية بعبارة من اختيارك، لتعيش تفاصيل لا تنسى في كل مرة ترتديه.,"
اسود
ابيض
رصاصي
كحلي"
https://mlika-sa.com/rAbgVWz,https://cdn.salla.sa/nBKV/9684e690-0d11-42e8-8cc6-8f6e7685300e-357.24492712203x500-ETjdExZOhcfXgDfh04c9gvtoxoyMUtMpThs7LwnG.jpg,بشت نسائي جوخ شتوي مطرز بسدو مع شال,264 SAR,استمتعي بالدفء والأناقة في هذا البشت الشتوي المصنوع من جوخ عالي الجودة، والمطرز بنقوش السدو التراثية التي تعكس الفخامة العربية. يأتي مع شال أنيق ليمنحك دفئًا مضاعفًا وأناقة متكاملة خلال الأيام الباردة.,"
50 انش
52 انش
54 انش
56 انش
58 انش
60 انش"
https://mlika-sa.com/dPlDmQK,https://cdn.salla.sa/nBKV/L8T5XlCAuI2e32sFKpKyhx4wUOkcz9o5PBUUQpap.jpg,سديري اطفال - رصاصي ، اسود,159 SAR,سديري جوخ للأطفال بتصميم عصري ومريح، مصنوع بجودة عالية لضمان الدفء والراحة طوال اليوم. مثالي للمناسبات والأنشطة اليومية مع جيوب جانبية لسهولة الاستخدام. إطلالة أنيقة وملفتة لطفلك في كل الأوقات.,"
1 سنه
2 سنه
3 سنه
4 سنه
5 سنه
6 سنه
7 سنه
8 سنه
9 سنه
10 سنه
11 سنه
12 سنه
13 سنه (20 ر.س)"
https://mlika-sa.com/dPpXRQz,https://cdn.salla.sa/nBKV/6188fe6f-6757-4a59-9b61-57f07c687ca5-400x500-HzRgKOtuH6KJ660NbqAhriMZtiOZVMGeDSYUlc9j.jpg,فروة اطفال شتوية بأطراف جلد مع اسم مخصص,159 SAR,"امنحي أطفالك إطلالة شتوية أنيقة وفاخرة مع هذه الفروة المبطنة بفرو داخلي ناعم، والمطعمة بجلد فاخر على الجوانب. مثالية لتمنحهم الدفء والراحة في الأيام الباردة.
المزايا:
قماش فاخر مبطن: يمنح طفلك دفئًا مثاليًا مع إحساس بالراحة.","
نعم
لا"
https://mlika-sa.com/vXWVvAG,https://cdn.salla.sa/nBKV/aa83f451-684a-426c-8557-4db00fbeba69-375.23452157598x500-PiuTAXxsBlJVM7n3Dcmj5fYMHcBxILAcnKwa1CBM.jpg,سديري رجالي جوخ بني فاخر مع فرو سُكّري,199 SAR,"اكتشف الأناقة الفاخرة والدفء المثالي لهذا الشتاء.
صناعة يدوية بجودة عالية وفخامة لا تُضاهى.
الفرو السُكّري على الرقبة يضفي لمسة فاخرة، والجيوب الجانبية تجمع بين الراحة والأناقة.
هذه القطعة تعزز إطلالتك الشتوية، مثالية لكل المناسبات وتمنحك شعوراً بالتفرد والتميز.","
S
M
L
XL
XXL
XXXL"
https://mlika-sa.com/jYlmAX,https://cdn.salla.sa/nBKV/DFPiMPNpd8hNCqE0dwGwbz5P4DFQwFgUZoAFtI6b.jpg,فروة شتوية للاطفال اسود,160 SAR,"قدّمي لأطفالك تجربة شتوية لا تُنسى مع فروة شتوية أنيقة ودافئة مصنوعة من أفخر أنواع الفرو عالي الجودة والقماش الصوفي الراقي. تتميز هذه الفروة بلونها الأسود الأنيق المُزين بفرو أبيض ناعم، مما يضفي لمسة من الفخامة والدفء.
المميزات:","
1 سنه (24 انش)
2 سنه (26 انش)
3 سنه (30 انش)
4 سنه (32 انش)
5 سنه (34 انش)
6 سنه (36 انش)
7 سنه (38 انش)
8 سنه (40 انش)
9 سنه (42 انش)
10 سنه (44 انش)
11 سنه (46 انش)
12 سنه (48 انش)
13 سنه (50 انش) (40 ر.س)"
https://mlika-sa.com/RAqNWrO,https://cdn.salla.sa/nBKV/d7b3869c-f09d-4404-b6df-476530455acf-375x500-sboYebf8nFVu8x0pZMzFI2X7EG1Z99wu4nrSenOn.jpg,فروه شتويه سدو,234 SAR,"فروة شتوية بنقشة سدو عصرية

تصميم مميز مثالي للرجال والنساء
مصنوعة من صوف عالي الجودة لتوفير الدفء في الأيام الباردة
فرو أصلي يمنحك إحساسًا بالفخامة
صناعة يدوية تضفي لمسة فريدة","
52 انش ( 153 - 157 ) طولك
54 انش ( 158 - 162 ) طولك
56 انش ( 163 - 167 ) طولك
58 انش ( 168 - 172 ) طولك
60 انش ( 173 - 176 ) طولك
62 انش ( 177 - 185 ) طولك"
https://mlika-sa.com/NBBmqb,https://cdn.salla.sa/nBKV/N82uRzJjAGWSMaQCWlS4kyT7JOxVCp9BgL3Wc1qw.jpg,وشاح شتوي,183 SAR,"وشاح شتوي أنيق ودافئ مصنوع من أفخم أنواع القماش الصوف لأناقتك.

موصفات المنتج:
متوفر ب اكثر من خيار للون.
إمكانية كتابة اسم وبأي لغة.
قماش صوف مبطن.
المقاس موحد.","
اسود
بني
رمادي
عنابي
بيج فاتح"
https://mlika-sa.com/vXGjZVK,https://cdn.salla.sa/nBKV/f3a24089-1dfe-4bb1-ae1b-71d42e1d542d-400x500-VOxlFNwatkiBBpnHsT5fTuwInGnz2yT2aRip3JnM.jpg,فروه للاطفال دبل فيس مع شال – جملي وبيج,180 SAR,إذا كنت تبحث عن قطعة شتوية مميزة لطفلك تجمع بين الدفء والأناقة، فهذا الخيار المثالي! صممت هذه الفروة بعناية لتوفر دفئًا رائعًا وراحة لا مثيل لها، مع ميزة ارتدائها على الجهتين لتمنح طفلك إطلالتين مختلفتين. تأتي بمقاسات تناسب الأطفال من 6 أشهر إلى 12 سنة، مما يجعلها مناسبة للجميع.,"
نعم
لا"
https://mlika-sa.com/RAqNWKj,https://cdn.salla.sa/nBKV/ceea7f8d-5c93-4405-92c3-14930e439f3a-333x500-wEjMHsg8djx3YFq3Vam5BpJADm2h8u8vdAP0qtHw.jpg,فروه شتويه سدو,254 SAR,"فروة شتوية بنقشة سدو عصرية

تصميم مميز مثالي للرجال والنساء
مصنوعة من صوف عالي الجودة لتوفير الدفء في الأيام الباردة
فرو أصلي يمنحك إحساسًا بالفخامة
صناعة يدوية تضفي لمسة فريدة","
52 انش ( 153 - 157 ) طولك
54 انش ( 158 - 162 ) طولك
56 انش ( 163 - 167 ) طولك
58 انش ( 168 - 172 ) طولك
60 انش ( 173 - 176 ) طولك
62 انش ( 177 - 185 ) طولك"
https://mlika-sa.com/KjVaDKE,https://cdn.salla.sa/nBKV/247a26d3-c6a5-45ee-b94b-894405e96f77-352.07423580786x500-q0l3MHRiSuTeFfVdt3UPwJlIWuC8PM59zHxFnzJ0.jpg,بلوفر ليحتضنك دائماً بدلاً عني,139 SAR,"هودي ليحتظنك دائما بدلاً عني
طباعة مضمونه من التلف او تغير اللون مع الغسيل.
خامة البلوفر : قطن مضمون من التنميش او تغير اللون مع الغسيل.
طباعة الاسم والحرف حسب الطلب
يتوفر البلوفر بعدة الوان
متوفر للجنسين.
تغليف المنتج حسب الطلب","
اسود
ابيض
كحلي"
https://mlika-sa.com/wWBmvqK,https://cdn.salla.sa/nBKV/cUJii22xYainPdRIRXas4vRQt7DSrBpI2gljvBlc.jpg,فروه شتويه بنقشة السدو,220 SAR,"فروة مخملية سوداء بنقشة السدو البدوية المتألقة
مواصفات المنتج
بنسيج السدو المطرز التقليدي
بتصميم قبعة الرأس المنقوشة لدفء مضاعف","
52 انش ( 153 - 157 ) طولك
54 انش ( 158 - 162 ) طولك
56 انش ( 163 - 167 ) طولك
58 انش ( 168 - 172 ) طولك
60 انش ( 173 - 176 ) طولك
62 انش ( 177 - 185 ) طولك"
https://mlika-sa.com/BrdYbba,https://cdn.salla.sa/nBKV/ef1cfdda-5b82-4974-8bcb-8633a0b11846-400.146484375x500-OwcaNG5ZuVCUQwvPT6ub02Xgy5Jhd7oRxAitcqW1.jpg,هودي القلب - خصصه بطريقتك,139 SAR,"هدية مثالية للرجال والنساء، تجمع بين الأناقة والتخصيص. يمكنك اختيار الحرف داخل القلب وكتابة عبارة تعبّر عنك أسفله. يأتي بتغليف أنيق مجاني، ليكون جاهزاً للإهداء لمن تحب أو لتدلل نفسك!
• تصميم يناسب جميع الأذواق، ومريح ودافئ لأيام الشتاء
• تخصيص الحرف والعبارة ليكون فريدًا لك وحدك","
اسود
ابيض
كحلي
رصاصي"
https://mlika-sa.com/gZpeGOb,https://cdn.salla.sa/nBKV/9ace34c6-f92a-4073-b5ed-7a867bdb1772-333.33333333333x500-nTAmvlBttSUW4hyeGlwP27sLiyVg3jl2Pt34Qx3Y.jpg,هودي فيني منك وفيك مني بالاحرف,139 SAR,"هودي “فيني منك وفيك مني”
• طباعة عالية الجودة مضمونة ضد التلف أو تغير اللون مع الغسيل.
• مصنوع من خامة قطنية مضمونة ضد التنميش أو تغير اللون.
• إمكانية طباعة الاسم أو الحرف حسب الطلب.
• يتوفر البلوفر بألوان متعددة تناسب جميع الأذواق.
• مناسب للجنسين.
• إمكانية تغليف المنتج بأسلوب مميز حسب الطلب","
فيني منك
فيك مني
كتابة مخصصة"
https://mlika-sa.com/nEdaZwy,https://cdn.salla.sa/nBKV/PlDfrll6IzUkGWONrkhgrUJl9CPfT96lQoEWOEG4.jpg,شال شتوي فاخر – بالوان متعددة,139 SAR,"تألقي هذا الشتاء مع شال الفرو الفاخر الذي يجمع بين الأناقة والدفء. سواء كنتِ تبحثين عن إطلالة فاخرة أو قطعة مريحة لليالي الباردة، فإن هذا الشال هو الخيار المثالي.

المميزات:","
عنابي
اسود"
https://mlika-sa.com/qQjGRlN,https://cdn.salla.sa/nBKV/66a46d83-57ad-4acb-befe-ce35439b0296-399.87600743955x500-PY8MsrOoTlWeBfJLEd4MXOUzODP1dwQrl56wlU7z.jpg,هودي ليحتضنك دائمًا - بتصميمك الخاص,139 SAR,خلّك دايم دافي وأنيق مع هودي 'ليحتضنك دائمًا بدل عني'، المصنوع من أفخم الخامات وبفكرة رسائل مخفية تضيف له طابعًا خاصًا. يتميز برسالة داخلية تقول: 'ليحتضنك دائمًا بدل عني'، وكأنك تأخذ حضن دافي معك وين ما تروح. الأكمام تحمل حروفًا بجانب قلب صغير تظهر فقط عند قلبها، مما يجعل من هذه القطعة هدية تجمع بين الأناقة والمعنى العميق. متوفر بألوانك المفضلة: رصاصي، أسود، أبيض، وكحلي، ويأتي مع تغليف مميز مجاني وكرت يمكنك تخصيص رسالته. كما يمكنك تغيير الرسالة الداخلية والحروف حسب رغبتك، لتجعله الهدية المثالية لشخص غالي.,"
اسود
رصاصي
ابيض
كحلي"
https://mlika-sa.com/zvrZpAA,https://cdn.salla.sa/nBKV/sDLh4Sj1TkkupNe4HVKB3lptRy2pn140Lrk57Nal.jpg,تغليف قماش فاخر لإهداء الفروات,60 SAR,"أضف لمسة من الفخامة إلى هديتك مع تغليف القماش الأنيق المصمم خصيصًا للفروات. هذا التغليف الفاخر يعزز من جمال الإهداء ويضفي إحساسًا بالتميز على كل قطعة.
المزايا:
قماش فاخر: مصنوع من مواد عالية الجودة ليعكس الأناقة والرقي.","
نعم
لا"
https://mlika-sa.com/qQOnbzW,https://cdn.salla.sa/nBKV/cd7b88fe-e0f2-4e30-a657-ba98621994bc-375x500-dQM5mWUUpkN1xCyXTG8UyRpC14txGaot3kYcUfvx.jpg,فروة نسائية شتوية جوخ فاخر مع فرو ناعم,235 SAR,"استعدي للشتاء بإطلالة مميزة مع فروة الجوخ الفاخرة، المصممة خصيصًا لتمنحكِ الدفء والأناقة في آن واحد. تتميز الفروة بأكمام مزينة بفرو ناعم يضفي لمسة من الفخامة على إطلالتك، مما يجعلها الخيار الأمثل للمناسبات الشتوية والخروجات اليومية. مصنوعة بعناية من الجوخ عالي الجودة لتوفير الراحة والاستدامة طوال فصل الشتاء.""","
اسود
ترابي"
https://mlika-sa.com/xAxxgYj,https://cdn.salla.sa/nBKV/eb1d6e65-0c0d-48a2-9467-657ad93d36a6-500x500-FUElbNu4Bh7ok2IfFwnpmhKkG6SEFGaN4Th9dK9u.jpg,جاكيت فرو طويل,160 SAR,فروة شتوية راقية تجمع بين الأناقة والدفء، مصنوعة بعناية من أفخم أنواع الفرو الفاخر والقماش الصوفي عالي الجودة.,"
6 الى 9 شهور (22 انش)
1 سنه (24 انش)
2 سنه (26 انش)
2 سنه ونص (28 انش)
3 سنه (30 انش)
4 سنه (32 انش)
5 سنه (34 انش)
6 سنه (36 انش)
7 سنه (38 انش)
8 سنه (40 انش)
9 سنه (42 انش)
10 سنه (44 انش)
11 سنه (46 انش) (30 ر.س)
12 سنه (48 انش) (30 ر.س)
13 سنه (50 انش)"
https://mlika-sa.com/lGyrxqG,https://cdn.salla.sa/nBKV/98eb0372-835c-41f9-8aaa-37aa676e3012-375x500-Lf6zQ3eCeeAKmarQLHY7ZLB2C2Rm4L7xmyHtC0qb.jpg,هودي فيني منك / فيك مني - تصميمك الخاص,139 SAR,"صُمم هذا الهودي ليكون تعبيرًا عميقًا عن علاقتك الخاصة. اختر العبارة التي تمثلك، سواء كانت ‘فيني منك’ أو ‘فيك مني’، أو ابتكر عبارة مخصصة تعبر عن مشاعرك بشكل فريد.

أضف المزيد من التميز مع رسالة جانبية على الكم، مثل اسم أو كلمة تختارها لتعكس لمستك الشخصية.","
اسود
ابيض
كحلي"
https://mlika-sa.com/qQOaxgO,https://cdn.salla.sa/nBKV/ab46dfe8-645f-4e2f-ac20-7fac0901c915-333.33333333333x500-f6SHb4vuDloXPUQIMVLt4M0RXddwowsB29WbgHfj.jpg,هودي ع ع ح ن,139 SAR,"هودي ""القلب بموجات"" - الإصدار الجديد
""I will always be with you""
طباعة عالية الجودة، مقاومة للتلف اوتغير اللون مع الغسيل.
مصنوع من قطن ناعم ومتين، مقاوم للتنميش أو تغير اللون مع الاستخدام.","
اسود
ابيض
كحلي"
https://mlika-sa.com/nXgvxr,https://cdn.salla.sa/nBKV/S6lDt2qL8xVuTvlFxRQMfHOt4mPH4kYrm58BJhC7.jpg,فروة نسائي بالاسم أنيق - متجر ملكة,180 SAR,"فروة نسائي بالاسم أنيق - متجر ملكة



الموصفات :



• يمكنك تخصيص الاسم بالعربي او بالانجليزي



• متوفر مقاس موحد للكبار فقط



• متوفر بعدت الوان و أشكال



• يوجد توصيل لكافه المناطق 🌏



اذا واجهتك اي مشكله لا تتردد في التواصل مع خدمة العملاء واتساب","
ذهبي
فضي
ابيض"
https://mlika-sa.com/rAOzrPZ,https://cdn.salla.sa/nBKV/L7YiYCuCiyU51jrKAqZkF7ZzfZdQV7pTHu7jnro9.jpg,فروة نسائية شتوية جوخ فاخر مع فرو ناعم,235 SAR,"استعدي للشتاء بإطلالة مميزة مع فروة الجوخ الفاخرة، المصممة خصيصًا لتمنحكِ الدفء والأناقة في آن واحد. تتميز الفروة بأكمام مزينة بفرو ناعم يضفي لمسة من الفخامة على إطلالتك، مما يجعلها الخيار الأمثل للمناسبات الشتوية والخروجات اليومية. مصنوعة بعناية من الجوخ عالي الجودة لتوفير الراحة والاستدامة طوال فصل الشتاء.""","
اسود
ترابي"
https://mlika-sa.com/jZBpBlQ,https://cdn.salla.sa/nBKV/5KWZOuTtrVVXx6SLNYLhGFLd72aG9DZ4eCI3CUSg.jpg,فروة جوخ ملكية بتطريز جلدي فاخر,354 SAR,"تمتاز هذه الفروة بتصميم عصري يعكس الفخامة والأناقة، مصنوعة من قماش الجوخ الفاخر ومطرزة بتفاصيل جلدية أنيقة. مبطنة بفرو ناعم باللون الأسود لتوفر لك الدفء والراحة في الأجواء الشتوية الباردة.
مزايا الفروة:","
اسود
بني"
https://mlika-sa.com/BrZnZRa,https://cdn.salla.sa/nBKV/SlbeS9THpKYatYcbJaTdnk6njo9tfiOR75Vn5hX8.jpg,فروة كلاسيكي مطرزة بمخمل وجلد,354 SAR,"تمتاز هذه الفروة بتصميم عصري يعكس الفخامة والأناقة، مصنوعة من قماش الجوخ الفاخر ومطرزة بتفاصيل جلدية أنيقة. مبطنة بفرو ناعم باللون الأسود لتوفر لك الدفء والراحة في الأجواء الشتوية الباردة.
مزايا الفروة:","
اسود
بني"
https://mlika-sa.com/KjVEwNG,https://cdn.salla.sa/nBKV/4a9fc99c-0c6b-406f-9e6a-794cba2e89d5-375.03302509908x500-POsFg48lCDvmyHxoKX81SPs5In0y2CV5wTKZpd99.jpg,طقم فروة للأم والطفلة,0 SAR,"تألقي هذا الشتاء مع طقم الفروة الفاخر للأم والطفلة! مصنوعة من الجوخ الفاخر، مع أكمام مزينة بفرو ناعم يمنحكِ شعورًا بالدفء والأناقة. هذا الطقم مثالي لتنسيق إطلالتك مع طفلتك في مناسبات الشتاء أو خلال الخروجات اليومية، مع تصميم عصري يتناسب مع جميع الأذواق.
اختاري الفروة التي تناسبكِ: فروة الأم، فروة الطفلة، أو الطقم الكامل معًا.""","
فروة الطفلة فقط (149 ر.س)
فروة الأم فقط (235 ر.س)
الطقم معًا (الأم والطفلة) (339 ر.س)"
https://mlika-sa.com/aeAKDaV,https://cdn.salla.sa/nBKV/I37w4Vecoepb1Y9YCNgpUayyjtLoVsLkizGz2GKC.jpg,طقم فروة للأم والطفلة – ألوان متعددة,0 SAR,"تألقي هذا الشتاء مع طقم الفروة الفاخر للأم والطفلة! مصنوعة من الجوخ الفاخر، مع أكمام مزينة بفرو ناعم يمنحكِ شعورًا بالدفء والأناقة. هذا الطقم مثالي لتنسيق إطلالتك مع طفلتك في مناسبات الشتاء أو خلال الخروجات اليومية، مع تصميم عصري يتناسب مع جميع الأذواق.
اختاري الفروة التي تناسبكِ: فروة الأم، فروة الطفلة، أو الطقم الكامل معًا.""","
فروة الطفلة فقط (149 ر.س)
فروة الأم فقط (235 ر.س)
الطقم معًا (الأم والطفلة) (339 ر.س)"
https://mlika-sa.com/WrzDEr,https://cdn.salla.sa/nBKV/ZQZcUZjdJxc7xJBtGktPHGSgaD0pyfS9Jm5d24XR.jpg,فرو نسائي شتوي بالأسم,195 SAR,"جديدنا شال نسائي شتوي الصوف درجه اولى 🤩

شال نسائي مع الطاقيه شتوي صوف 🧣

مقاس موحد ☑️

مع تطريز اسماء او حروف على حسب الطلب 😍😍

متوفر ب 6 الوان 👌

•خدمة توصيل لكافت المملكة العربية السعودية","
ذهبي
فضي
ابيض"
https://mlika-sa.com/QYgzGG,https://cdn.salla.sa/nBKV/HToMpE2dZVr9BWbJaFjhxNlSvwNIIvlkNsNC8PvL.jpg,فروه قماش جوخ بإمكانك لبسها على الجهتين رمادي و أسود,249 SAR,"فروة بتصميم خاص
مناسب للجميع
مصنوعة من قماش الجوخ الفاخر
وجلد على الاطراف
بامكانك لبسها على الجهتين
لون اسود ولون رمادي
صناعة يدوية
التفصيل لجميع المقاسات","
52 انش ( 153 - 157 ) طولك
54 انش ( 158 - 162 ) طولك
56 انش ( 163 - 167 ) طولك
58 انش ( 168 - 172 ) طولك
60 انش ( 173 - 176 ) طولك
62 انش ( 177 - 185 ) طولك"
https://mlika-sa.com/gqBgzo,https://cdn.salla.sa/nBKV/TppmefuaTNBPpuGP3I9jS6B5VCJOui7I15H5XFro.jpg,فروه دبل فيس مع شال,399 SAR,"فروة بتصميم خاص
مناسب للجميع
مصنوعة من قماش الجوخ الفاخر
مع شال على الظهر
وجلد على الاطراف
بامكانك لبسها على الجهتين لكل جهة لون (بني واسود)
كما موضح فالصورة
صناعة يدوية بجودة عالية
التفصيل لجميع المقاسات حسب الطلب","
52 انش ( 153 - 157 ) طولك
54 انش ( 158 - 162 ) طولك
56 انش ( 163 - 167 ) طولك
58 انش ( 168 - 172 ) طولك
60 انش ( 173 - 176 ) طولك
62 انش ( 177 - 185 ) طولك"
https://mlika-sa.com/ydaeKBl,https://cdn.salla.sa/nBKV/4d7f88b9-a38c-44c3-b2f7-a71f32e49366-375x500-LVsDAwlYMx2yctyYuUBALm3RRjeE2T0PJBLMS0dw.jpg,شال شتوي بالاسم – عنابي,139 SAR,"تألقي هذا الشتاء مع شال الفرو الفاخر الذي يجمع بين الأناقة والدفء. سواء كنتِ تبحثين عن إطلالة فاخرة أو قطعة مريحة لليالي الباردة، فإن هذا الشال هو الخيار المثالي.

المميزات:","
عنابي
اسود"
https://mlika-sa.com/RbDrWx,https://cdn.salla.sa/nBKV/lJE8ULBEuvV389YjvQGpWvEOkZHPTK48Zl4SDgxT.jpg,فروه شتويه مع شال سكري وكحلي,299 SAR,"فروة بتصميم مميز
مناسبة للجنسين رجالي ونسائي
مصنوعة من قماش الجوخ الفاخر لون كحلي وسكري
مع شال
صناعه يدويه بجودة عالية
مناسبة لجميع الاعمار
متوفر لكل المقاسات","
52 انش ( 153 - 157 ) طولك
54 انش ( 158 - 162 ) طولك
56 انش ( 163 - 167 ) طولك
58 انش ( 168 - 172 ) طولك
60 انش ( 173 - 176 ) طولك
62 انش ( 177 - 185 ) طولك"
https://mlika-sa.com/NxAaNn,https://cdn.salla.sa/nBKV/VXYi4WIcOLG9crdYw8qdbbpkFAQ3FtusPGQMslDf.jpg,فروة شتوية للاطفال رمادي,160 SAR,"فروة شتوية أنيقة ودافئة مصنوعة من أفخم أنواع الفرو والقماش الصوف لأطفالك من عمر سنة حتى 12سنة.

مواصفات المنتج:
مقاسات متعدده من سنه الي 12 سنه.
إمكانية كتابة اسم وبأي لغة.
فرو اصلي.
قماش صوف.","
1 سنه (24 انش)
2 سنه (26 انش)
3 سنه (30 انش)
4 سنه (32 انش)
5 سنه (34 انش)
6 سنه (36 انش)
7 سنه (38 انش)
8 سنه (40 انش)
9 سنه (42 انش)
10 سنه (44 انش)
11 سنه (46 انش)
12 سنه (48 انش)"
